"item_id","item_name","description","tooltip_desc","image1","image2","price","category_id","cat_also","cat_third","char_class","special","game_name","game_stack","game_color","game_type","spawn_text","rank","sold","date_created"
"58","120 Veterinary","This UO Veterinary power scroll will allow you to become the animal whisperer. Ultima Online's veterinary power scroll is one of a kind in the way that your skill cap can increase past 100 all the way to 120. Get your vet maxed out and then head over to luna so you can res my pet, haha. Veterinary Power Scroll - Max Level (120).","Veterinary Power Scroll","pscrolls.png","pscrolls.png","0.99","11","0","0","tamer","0",,"0","1",,,"31","0","2018-03-02"
"59","120 Wrestling","The wrestling power scroll is a wonderous item to have in your possession because this scroll can boost wrestling past the GM cap and all the way to 120. A UO 120 wrestling scroll is the only way to raise the cap on your skills past 100 to 120.  Our Ultima Online wrestling power scroll is one of the most defensive fighting skills you can run by unlocking to a new cap 20 points higher.   Ready to punch everything to death? Never miss a haymaker with 120 wrestling. Knock out your biggest enemy in UO with this power scroll. Come to us whenever you need to buy power scrolls. This scroll is mainly used by PVP mages looking to be able to disarm and use wrestling special moves. Ultima Online's wrestling power scroll is cursed which means if you die it can end up on your corpse or looted. ","A Legendary Power Scroll +120","pscrolls.png","pscrolls.png","2.99","11","0","0","mage, thief, melee","0",,"0","1",,,"31","0","2018-03-02"
"60","Gametime Code x6 Month","Message us on LIVECHAT - 400 Million per code OR $61 cash. 6 Month access to paid ultima online 400 mil per. This will allow you to play the ultima online official server with a paid account and all features for up to 6 months' time. Using gold to buy game time allows you the freedom to have full access to your favorite game without spending real cash.",,"gametime.jpg","gametime.jpg","65","8","0","0",,"0",,"0","1",,,"2","0","0000-00-00"
"62","Tarantula Reward","You can remove the dye on your ethereal and make the tarantula show up as regular color which makes it look like you are riding a living gigantic spider.

This Veteran Reward is usable by anyone and any account age, after it's been claimed.","Vet Reward","ethereal-tarantula.png","ethereal-tarantula.png","35.99","9","0","0",,"0",,"0","1",,"Veteran Reward Choice ","1","0","2018-03-08"
"63","Ethereal Tiger","The ethereal tiger mount for Ultima Online is a 15-year vet reward that can be used by anyone but only claimed by 15-year-old accounts. This is one of the older UO vet rewards available. People are currently loving the tiger vet reward. This is one very nice tiger mount that sells quickly in the game.
","Vet Reward","ethereal-tiger.png","ethereal-tiger.png","29.99","9","0","0",,"0",,"0","1",,"Veteran Reward Choice","1","0","2018-03-08"
"64","Ancient Hellhound","The Ancient Hellhound is a mount from a Halloween event in 2010. The only way to get this mount was to feed a hellhound a hellhound treat, which is no longer available. That makes this item one of the rarest mounts in game! The ancient hellhound is probably the coolest mount you could own. 
","Vet Reward","hellhound.png","hellhound.png","32.99","9","0","0",,"0",,"0","1",,"Veteran Reward Choice","3","0","2018-03-08"
"65","Charger of the Fallen","A very cool mount in uo right now and has been for a long time. It stands out from ethereal mounts and doesn't look like something you can tame which adds to it's unique look.
","Old Mount From Tokens","chargerofthefallen.png","chargerofthefallen.png","9.99","9","0","0",,"0",,"0","1",,"Official Store Item / Old Tokens","3","0","2018-03-08"
"66","Minax Sandals","One of the best sandals in the game right now if you play a mage/caster. Buying the UO Minax Sandals is an easy choice to make because of how much you get from this particular slot.  This is a drop from roof shadow guard and is very rare.  This piece is essential for getting max luck on your suit. It is also widely respected by players because of the LRC and LMC stats that really help fit in with the other pieces. 
 
Luck 150
Lower Mana Cost 5%
Lower Reagent Cost 10%
Poison Resist -3% (random resist)
","Luck 150
Lower Mana 5%
Lower Reagent Cost 10%
Poison Resist -3% (random resist)","minaxsandals.png","minaxsandals.png","7.99","6","16","33","mage, tamer","0",,"0","1",,"Shadowguard dropped at the roof instance. ","3","0","2018-03-11"
"67","Ozymandias Obi","This Ozymandias Obi is a waist slot item granting a much needed 10 strength bonus for helping people work max HP into their suits in Ultima Online. You can buy UO Ozymandias Obi for sale and be sporting it around in-game in just minutes later.  This Apron slot artifact is great for any warrior.  One of the new artifact drops that you get from the roof in the time of legends expansion. 

Strength Bonus 10
Stamina Increase 10
Stamina Regeneration 2
Strength Requirement 10","Strength Bonus 10
Stamina Increase 10
Stamina Regeneration 2
Strength Requirement 10","obi.png","obi.png","3.99","6","54","0","melee, archer","0",,"0","1",,"Shadowguard / Roof","4","0","2018-03-11"
"126","5.0 Tailoring","The tailoring scroll of transcendence is a blistering fast way to finish off your crafting skills.  This 5.0 Tailoring SOT will grant you 5 full points of skill when used.  A UO tailoring sot will have you sewing cloth in no time. With tailoring, you can craft leather, studded and bone armor.  UO scrolls are very helpful because you can use them for max skill caps and for raising your skills to the cap level. We these and all of the other crafting transcendence scrolls ready and available. ","A transcendence scroll","sot.png","sot.png","2.49","12","0","0","crafter","0",,"0","1",,"Spawns, Trade Runs, Treasure Maps.","44","0","2018-03-11"
"127","5.0 Alchemy","An alchemy scroll of transcendence is a consumable pink scroll that is rarely found in Ultima Online and can offer the player instant skill increasements.  The Ultima Online alchemy scroll is a combination of other alchemy scrolls that equal 5 total points to be consumed one time.  A UO alchemy SoT will have you brewing potions in an instant.  Buy these scrolls of transcendence to skip past the skill training and become a grandmaster.  We are here to sell you all scrolls of transcendence from alchemy to wrestling.","Alchemy Scroll of Transcendence","sot.png","sot.png","3.49","12","0","0","crafter","0",,"0","1",,,"1","0","2018-03-11"
"128","5.0 Anatomy","The anatomy scroll of transcendence is a magical item that can save you hours of time training in the Ultima Online game.  Make it rain anatomy gains with this UO anatomy Scroll.  Jack up your anatomy skill using some Ultima Online scrolls of transcendence. The UO Scrolls of Transcendence sold here are so you can power level your way through anatomy. With anatomy maxed out you will see faster healing with band-aids and longer Bushido spells.  It also helps with hit chance against monsters. Most warriors and Dexers want anatomy in their template when fighting for the extra damage, faster healing, and longer bushido buffs.","UO Anatomy Scroll of Transcendence","sot.png","sot.png","2.29","12","0","0","melee, ranged","0",,"0","1",,,"2","0","2018-03-11"
"129","5.0 Animal Lore","The animal lore scroll of transcendence is just like the taming scroll, in which eating the pink scroll will change your animal lore skill to include the points. Needed to control your pet so it always listens, get a UO animal lore scroll of transcendence. The best tamers have both 120 taming and 120 animal lore so that they never have issues with their pets.  Max this out with some animal lore sot's so your pet always listens. Animal lore scrolls of transcendence are almost as expensive as the animal taming scrolls because players often need both. We consider using us for safe delivery when purchasing any Ultima Online scrolls like this one. You must not only be able to tame animals but also control them when you order commands. ","5 Additional Points of Animal Lore Skill","sot.png","sot.png","1.99","12","0","0","tamer","0",,"0","1",,,"3","0","2018-03-11"
"130","5.0 Animal Taming","The animal taming scroll of transcendence is an essential item needed to fully train your character in the Ultima Online game.  Animal Taming SoT's (scrolls of transcendence) are the most expensive scroll right now because of the difficulty levels when training taming.   Ultima Online animal taming scrolls continue to go up in value as those who can't stand manually training the skill, demand continues to rise.  We keep our prices competitive when it comes to tamers and their taming scrolls. You can skip past all that tedious work training up and eating these UO taming sot's until your skill level hits max. Some people get 6 of these scrolls and a mythic character token and a 120 animal taming scroll to instantly have a new character with 120 max skill.  Buy this UO animal taming sot so you can reach 120. Taming is one of the most wanted scrolls of transcendence in the game.  ","5 Additional Points of Animal Taming Skill","sot.png","sot.png","8.49","12","0","0","tamer","0",,"0","1",,,"4","0","2018-03-11"
"131","5.0 Archery","The Archery scroll of transcendence allows you to change your skill level permanently and instantly when you consume it! Don't waste time building your Archer for days. One of the best classes for PVP is an archer because of their long range and powerful attacks. UO archery sot scroll is in stock here at UO king. This archery scroll is the answer to all of the training problems you may encounter. If you want max archery  just consume 5 scrolls of transcendence.",,"sot.png","sot.png","1.99","12","0","0",,"0",,"0","1",,,"5","0","2018-03-11"
